,0
AGE,21.805555555555557
Bạn đi với,2.3819444444444446
Visiting time,3.4166666666666665
sex,0.4930555555555556
Desired amount,1.8263888888888888
Di Tích Lịch Sử,0.8819444444444444
Món ăn ngon,0.5486111111111112
Trải nghiệm mới,0.2986111111111111
Vẻ đẹp thiên,0.4583333333333333
